address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Đường Bạch Đằng ,                                                  Phường Hải Châu  I ,                                                  Quận Hải Châu ,                                                   Thành phố Đà Nẵng                                              ", Có, 10, MS279077, 250 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 250 m, Sổ Đỏ, Có, 25 m,https://nhadat24h.net.vn/storage/product/6191/z4907812581259-b9295582e7f9a84dc270083336283bb1.jpg, Có, CHO THUÊ Văn Phòng Tòa nhà mới - View sông - 60-150-180-250m2 - đường BẠCH ĐẰNG - Q.HẢI CHÂU, Không," 

                                                                                                6
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Bạch Đằng, Hải Châu I
                                            ", Không,CHO THUÊ Văn Phòng Tòa nhà mới - View sông - 60-150-180-250m2 - đường BẠCH ĐẰNG - Q.HẢI CHÂU,1,https://nhadat24h.net.vn/du-an/cho-thue-van-phong-toa-nha-moi-view-song-60-150-180-250m2-duong-bach-dang-qhai-chau/279077, 250 m, 10 m
" 
                                                 Đường Âu Cơ ,                                                  Phường 14 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279371, 100 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 100 m, Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16078/a4-2.jpg, Có, 💥 Mặt tiền KD đường Âu Cơ giáp ngã 3 Trương Công Định - 15 tr/th, Không," 

                                                                                                15
                                                                                                Triệu/tháng                                            ", 20 m," 
                                                Đường Âu Cơ, 14
                                            ", Không,💥 Mặt tiền KD đường Âu Cơ giáp ngã 3 Trương Công Định - 15 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kd-duong-au-co-giap-nga-3-truong-cong-dinh-15-trth/279371, 100 m, 4 m
" 
                                                 Đường Hoàng Sa ,                                                  Phường 11 ,                                                  Quận 3 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278850, 16 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 16 m, Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/16078/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," 💥 Nhà 4 tầng Mặt tiền đường Hoàng Sa, Q3 - 18 tr/th", Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Hoàng Sa, 11
                                            ", Không,"💥 Nhà 4 tầng Mặt tiền đường Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/nha-4-tang-mat-tien-duong-hoang-sa-q3-18-trth/278850, 16 m, 4.5 m
" 
                                                                                                 Phường Hiệp Bình Chánh ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS278800, 35 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 35 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/13407/z4917356247347-9879464d2efdc894c46630ac32233b88.jpg, Có," Chính chủ cho thuê nhà tại đường số 4, phường Hiệp Bình Chánh, quận Thủ Đức, TP Hồ Chí Min", Không," 

                                                                                                4
                                                                                                Triệu/tháng                                            ", 5 m," 
                                                Đường Số 4, Hiệp Bình Chánh
                                            ", Không,"Chính chủ cho thuê nhà tại đường số 4, phường Hiệp Bình Chánh, quận Thủ Đức, TP Hồ Chí Min",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-nha-tai-duong-so-4-phuong-hiep-binh-chanh-quan-thu-duc-tp-ho-chi-min/278800, 35 m, 0 m
" 
                                                 Đường Đa Tốn ,                                                  Xã Đa Tốn ,                                                  Huyện Gia Lâm ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS279451, 30 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Tây Nam
                                                                                                                                                                        
                                                ", 1, 30 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15387/5285cb2e-7ced-476e-9162-c1c41c86201d.jpg, Có, CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI, Không," 

                                                                                                7
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Đa Tốn, Đa Tốn
                                            ", Không,CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-studio-ben-ruby-tai-vinhomes-ocean-park-gia-re-uu-dai-ful-noi-that-moi/279451, 30 m, 0 m
" 
                                                 Đường Song Hành ,                                                  Thị trấn Hóc Môn ,                                                  Huyện Hóc Môn ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS278814, 1 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 1 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/chinh-chu-can-sang-mat-bang-kinh-doanh-tai-hoc-mon-c.jpg, Có, Chính Chủ cần sang mặt bằng kinh doanh tại Hóc Môn, Không," 

                                                                                                100
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Song Hành, Hóc Môn
                                            ", Không,Chính Chủ cần sang mặt bằng kinh doanh tại Hóc Môn,1,https://nhadat24h.net.vn/du-an/chinh-chu-can-sang-mat-bang-kinh-doanh-tai-hoc-mon/278814, 1 m, 5 m
" 
                                                 Đường Nguyễn Phúc Chu ,                                                  Phường 15 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278812, 192 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 192 m, Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/14669/a5-2.jpg, Có, Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc, Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Nguyễn Phúc Chu, 15
                                            ", Không,Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc,1,https://nhadat24h.net.vn/du-an/nha-4-tang-mtkd-nguyen-phuc-chu-4pn-6wc/278812, 192 m, 4 m
" 
                                                 Đường Hoàng Sa ,                                                  Phường 11 ,                                                  Quận 3 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278809, 16 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 16 m, Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/14669/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," Nhà đẹp 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th", Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Hoàng Sa, 11
                                            ", Không,"Nhà đẹp 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/nha-dep-4-tang-mtkd-hoang-sa-q3-18-trth/278809, 16 m, 4.5 m
" 
                                                 Đường Dương Bá Trạc ,                                                  Phường 01 ,                                                  Quận 8 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS278630, 20 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 20 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/8348/1-22.jpg, Có," Cho thuê lại Phòng đầy đủ tiện nghi tại 384 Dương Bá Trạc, P1, Quận 8", Không," 

                                                                                                3.5
                                                                                                Triệu/tháng                                            ", 8 m," 
                                                Đường Dương Bá Trạc, 1
                                            ", Không,"Cho thuê lại Phòng đầy đủ tiện nghi tại 384 Dương Bá Trạc, P1, Quận 8",1,https://nhadat24h.net.vn/du-an/cho-thue-lai-phong-day-du-tien-nghi-tai-384-duong-ba-trac-p1-quan-8/278630, 20 m, 0 m
" 
                                                                                                 Thị trấn Văn Điển ,                                                  Huyện Thanh Trì ,                                                   Thành phố Hà Nội                                              ", Có, 2, MS278633, 25 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 25 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4916191534830-f4d246dbd26b767e6c642731a0e074ca.jpg, Có, CẦN CHO THUÊ PHÒNG TRỌ MỚI TINH GIÁ CHỈ 2tr5 tại số số 11b Ngõ 280/80a Phan Trọng Tuệ, Không," 

                                                                                                2.5
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Phan Trọng Tuệ, Văn Điển
                                            ", Không,CẦN CHO THUÊ PHÒNG TRỌ MỚI TINH GIÁ CHỈ 2tr5 tại số số 11b Ngõ 280/80a Phan Trọng Tuệ,1,https://nhadat24h.net.vn/du-an/can-cho-thue-phong-tro-moi-tinh-gia-chi-2tr5-tai-so-so-11b-ngo-28080a-phan-trong-tue/278633, 25 m, 5 m
" 
                                                 Đường  Hồ Đền Lừ ,                                                  Phường Vĩnh Hưng ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS278650, 70 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 70 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có," CẦN CHO THUÊ MẶT BẰNG KINH DOANH TẠI 203 VĨNH HƯNG CÓ CHỖ ĐỂ XE, VỈA HÈ RỘNG.", Không," 

                                                                                                11
                                                                                                Triệu/tháng                                            ", 7 m," 
                                                Đường Hồ Đền Lừ, Vĩnh Hưng
                                            ", Không,"CẦN CHO THUÊ MẶT BẰNG KINH DOANH TẠI 203 VĨNH HƯNG CÓ CHỖ ĐỂ XE, VỈA HÈ RỘNG.",1,https://nhadat24h.net.vn/du-an/can-cho-thue-mat-bang-kinh-doanh-tai-203-vinh-hung-co-cho-de-xe-via-he-rong/278650, 70 m, 0 m
" 
                                                 Đường Nguyễn Thái Sơn ,                                                  Phường 05 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS278651, 45 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 45 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/chinh-chu-gui-tin-cho-thue-bat-dong-san-de-kinh-doanh-0.jpg, Có, Chính Chủ gửi tin Cho thuê bất động sản để kinh doanh., Không," 

                                                                                                40
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Nguyễn Thái Sơn, 5
                                            ", Không,Chính Chủ gửi tin Cho thuê bất động sản để kinh doanh.,1,https://nhadat24h.net.vn/du-an/chinh-chu-gui-tin-cho-thue-bat-dong-san-de-kinh-doanh/278651, 45 m, 5 m
" 
                                                 Phố Đội cấn ,                                                  Phường Ngọc Hà ,                                                  Quận Ba Đình ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS278682, 45 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 45 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/5766/z4916358003355-653f736f57a9b7d9aa24759bc972e884.jpg, Có," Chính chủ cần cho thuê căn hộ chung cư mini tại Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội.", Không," 

                                                                                                8
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Đội Cấn, Ngọc Hà
                                            ", Không,"Chính chủ cần cho thuê căn hộ chung cư mini tại Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội.",1,https://nhadat24h.net.vn/du-an/chinh-chu-can-cho-thue-can-ho-chung-cu-mini-tai-duong-doi-can-phuong-ngoc-ha-ba-dinh-ha-noi/278682, 45 m, 0 m
" 
                                                 Đường Hiệp Nhất ,                                                  Phường 04 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS278707, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 90 m, Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/14669/a1-72.jpg, Có, MTKD đường Hiệp Nhất gần ngã tư Bảy Hiền - 10 tr/th, Không," 

                                                                                                10
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Hiệp Nhất, 4
                                            ", Không,MTKD đường Hiệp Nhất gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mtkd-duong-hiep-nhat-gan-nga-tu-bay-hien-10-trth/278707, 90 m, 5 m
" 
                                                 Đường Số 20 ,                                                  Phường 05 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS278698, 55 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 55 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/11613/z4916291019405-043ce1a08fdb643552ba80e450c4785a.jpg, Có," CHO THUÊ CĂN HỘ CHUNG CƯ HÀ KIỀU 2PN, GIÁ RẺ TRUNG TÂM PHƯỜNG 5, QUẬN GÒ VẤP", Không," 

                                                                                                6.5
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Số 20, 5
                                            ", Không,"CHO THUÊ CĂN HỘ CHUNG CƯ HÀ KIỀU 2PN, GIÁ RẺ TRUNG TÂM PHƯỜNG 5, QUẬN GÒ VẤP",1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-chung-cu-ha-kieu-2pn-gia-re-trung-tam-phuong-5-quan-go-vap/278698, 55 m, 0 m
" 
                                                 Đường Hiệp Nhất ,                                                  Phường 04 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS278721, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 90 m, Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16078/a1-64.jpg, Có, ♥️♥️ Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không," 

                                                                                                10
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Hiệp Nhất, 4
                                            ", Không,♥️♥️ Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278721, 90 m, 5 m
" 
                                                 Đường Tân Trang ,                                                  Phường 09 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278713, 280 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 280 m, Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/16078/z4910988729892-7cfe13254836f7ad26c1063cbc9f0f6a.jpg, Có, Nhà 4 tầng 2MT hẻm 8m sát bên đường Lý Thường Kiệt, Không," 

                                                                                                32
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Tân Trang, 9
                                            ", Không,Nhà 4 tầng 2MT hẻm 8m sát bên đường Lý Thường Kiệt,1,https://nhadat24h.net.vn/du-an/nha-4-tang-2mt-hem-8m-sat-ben-duong-ly-thuong-kiet/278713, 280 m, 5 m
" 
                                                 Đường Hiệp Nhất ,                                                  Phường 04 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS278718, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 90 m, Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16030/a1-15.jpg, Có, Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không," 

                                                                                                10
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Hiệp Nhất, 4
                                            ", Không,Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278718, 90 m, 5 m
" 
                                                 Đường Hiệp Nhất ,                                                  Phường 04 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS278725, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 90 m, Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16069/a1-21.jpg, Có, 💥 Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không," 

                                                                                                10
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Hiệp Nhất, 4
                                            ", Không,💥 Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278725, 90 m, 5 m
" 
                                                 Đường Tân Trang ,                                                  Phường 09 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278726, 280 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 280 m, Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/16069/z4910988729892-7cfe13254836f7ad26c1063cbc9f0f6a.jpg, Có," 💥 Nhà đẹp 2MT hẻm 8m sát bên đường Lý Thường Kiệt, 5pn", Không," 

                                                                                                32
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Tân Trang, 9
                                            ", Không,"💥 Nhà đẹp 2MT hẻm 8m sát bên đường Lý Thường Kiệt, 5pn",1,https://nhadat24h.net.vn/du-an/nha-dep-2mt-hem-8m-sat-ben-duong-ly-thuong-kiet-5pn/278726, 280 m, 5 m
