,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
10, Có,0 pn, MS156521,,None,,2 t, 35 m,Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/9433/336592504-775951720243394-3143353228400622500-n.jpg, Có, TƯ VẤN VÀ TIẾP NHẬN HỒ SƠ NHÀ Ở XÃ HỘI HIM LAM THƯỢNG THANH - LONG BIÊN HÀ NỘI GIÁ CỰC RẺ DT CĂN HỘ TỪ 35M2 -69M2, Không,635000000, 5 m,Đường 1 Thượng Thanh, Không,TƯ VẤN VÀ TIẾP NHẬN HỒ SƠ NHÀ Ở XÃ HỘI HIM LAM THƯỢNG THANH - LONG BIÊN HÀ NỘI GIÁ CỰC RẺ DT CĂN HỘ TỪ 35M2 -69M2,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/tu-van-va-tiep-nhan-ho-so-nha-o-xa-hoi-him-lam-thuong-thanh-long-bien-ha-noi-gia-cuc-re-dt-can-ho-tu-35m2-69m2/156521, 35 m, 0 m,Thượng Thanh,Long Biên,Hà Nội,None
11, Có,1 pn, MS156623,,None,,2 t, 68 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3860/1-29.jpg, Có," 💥 Cực rẻ Chỉ 2.6 Tỷ, Căn hộ N2F Lê Văn Lương, 68m2 2N + 1WC, Nhà đẹp, SĐCC 💥", Không,2600000000, 30 m,Đường Lê Văn Lương Nhân Chính, Không,"💥 Cực rẻ Chỉ 2.6 Tỷ, Căn hộ N2F Lê Văn Lương, 68m2 2N + 1WC, Nhà đẹp, SĐCC 💥",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/cuc-re-chi-26-ty-can-ho-n2f-le-van-luong-68m2-2n-1wc-nha-dep-sdcc/156623, 68 m, 0 m,Nhân Chính,Thanh Xuân,Hà Nội,Lê Văn Lương
12, Có,1 pn, MS156608,,"- Vị trí: Ngã tư Lê Văn Lương - Hoàng Minh Giám cạnh hồ điều hòa Nhân Chính, đi bộ ra BigC Thăng Long, Vincom Center. Đối diện công viên Thanh Xuân, ngày sát trường liên cấp Ngôi Sao, cạnh siêu thị, chợ trời...an sinh đỉnh",,3 t, 74 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3860/0-2.jpg, Có," 💥 Cực rẻ 2.75 Tỷ, Căn hộ N2C Lê Văn Lương, 74m2 3N + 2WC, Căn góc đẹp, SĐCC 💥", Không,2750000000, 30 m,Đường Lê Văn Lương Nhân Chính, Không,"💥 Cực rẻ 2.75 Tỷ, Căn hộ N2C Lê Văn Lương, 74m2 3N + 2WC, Căn góc đẹp, SĐCC 💥",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/cuc-re-275-ty-can-ho-n2c-le-van-luong-74m2-3n-2wc-can-goc-dep-sdcc/156608, 74 m, 0 m,Nhân Chính,Thanh Xuân,Hà Nội,Lê Văn Lương
13, Có,5 pn, MS160660,,None,Đông Nam,4 t, 147 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/9352/z4186999132634-42dfa1e513ff7517263000ff1bb67c1b-1.jpg, Có, Bán căn hộ B501 chung cư Udic Westlake giá hấp dẫn, Không,6400000000, 40 m,Đường Võ Chí Công Phú Thượng, Không,Bán căn hộ B501 chung cư Udic Westlake giá hấp dẫn,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-b501-chung-cu-udic-westlake-gia-hap-dan/160660, 147 m, 14 m,Phú Thượng,Tây Hồ,Hà Nội,Võ Chí Công
14, Có,12 pn, MS158568,,"Bán căn hộ lô góc chung cư CT2A KĐT NAM CƯỜNG 234 Hoàng Quốc Việt 75m2 3.3tỷ (2PN, 2WC, Khách, Bếp) full nội thất - 0934266313- Sổ đỏ chính chủ, pháp lý chuẩn. sẵn giao dịch",,2 t, 75 m,Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/1610/336673500-600783518595951-5683100322667358607-n.jpg, Có, Bán CHCC lô góc  CT2A KĐT NAM CƯỜNG 234 Hoàng Quốc Việt 75m2 3.3tỷ 0934266313, Không,3300000000, 10 m,Đường Hoàng Quốc Việt Nghĩa Đô, Không,Bán CHCC lô góc  CT2A KĐT NAM CƯỜNG 234 Hoàng Quốc Việt 75m2 3.3tỷ 0934266313,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-chcc-lo-goc-ct2a-kdt-nam-cuong-234-hoang-quoc-viet-75m2-33ty-0934266313/158568, 75 m, 4 m,Nghĩa Đô,Cầu Giấy,Hà Nội,Hoàng Quốc Việt
15, Không,0 pn, MS152587,,None,,2 t, 53 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9230/1.jpg, Có, Chính chủ cần bán căn hộ chung cư SPlus Riverview Thuận An- Bình Dương. Giá chỉ 1 tỷ hơn, Không,1250000000, 9 m,Đường 38 Vĩnh Phú, Không,Chính chủ cần bán căn hộ chung cư SPlus Riverview Thuận An- Bình Dương. Giá chỉ 1 tỷ hơn,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-can-ho-chung-cu-splus-riverview-thuan-an-binh-duong-gia-chi-1-ty-hon/152587, 53 m, 0 m,Vĩnh Phú,None,Bình Dương,None
16, Không,0 pn, MS152569,,Quý khách muốn tham quan dự án và trải nghiệm căn hộ mẫu xin vui lòng liên hệ quản lý dự án .,,0, 0 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8068/z4177296571929-80a9b9a49842b25365e250e8c0c7f72e.jpg, Có, CHUNG CƯ 𝙈𝙄𝙉𝘼𝙏𝙊 HẢI PHÒNG, Không,0, 12 m,Đường Bùi Viện Vĩnh Niệm, Không,CHUNG CƯ 𝙈𝙄𝙉𝘼𝙏𝙊 HẢI PHÒNG,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-hai-phong/152569, 0 m, 0 m,Vĩnh Niệm,Lê Chân,Hải Phòng,None
17, Không,0 pn, MS152577,,None,,0, 0 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/1469/z4177962163313-380c36b70cb655e5f6aab7db324d09b2.jpg, Có, Lý do để sở hữa ngay căn hộ chung cư FPT Plaza Đà Nẵng, Không,1300000000, 1 m,Đường Võ Chí Công Hòa Hải, Không,Lý do để sở hữa ngay căn hộ chung cư FPT Plaza Đà Nẵng,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ly-do-de-so-hua-ngay-can-ho-chung-cu-fpt-plaza-da-nang/152577, 0 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,Võ Chí Công
18, Có,1 pn, MS153934,,THIẾT KẾ:,,2 t, 90 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/7650/1-3.jpg, Có," 💥 Chỉ 3,3 Tỷ - Đẹp Nhất Chung cư Nam Đô Complex Trương Định, 90m2 2N+2WC, SĐCC 💥", Không,3300000000, 30 m,Đường Trương Định Giáp Bát, Không,"💥 Chỉ 3,3 Tỷ - Đẹp Nhất Chung cư Nam Đô Complex Trương Định, 90m2 2N+2WC, SĐCC 💥",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chi-33-ty-dep-nhat-chung-cu-nam-do-complex-truong-dinh-90m2-2n2wc-sdcc/153934, 90 m, 0 m,Giáp Bát,Hoàng Mai,Hà Nội,Trương Định
19, Có,15 pn, MS152594,,None,Đông,4 t, 130 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8933/20221216102429-bf1d-wm-8.jpg, Có, Căn tầng 16 diện tích 130m² chung cư Packexim 1 giá rẻ, Không,0, 20 m,Đường An Dương Vương Phú Thượng, Không,Căn tầng 16 diện tích 130m² chung cư Packexim 1 giá rẻ,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/can-tang-16-dien-tich-130m2-chung-cu-packexim-1-gia-re/152594, 130 m, 0 m,Phú Thượng,Tây Hồ,Hà Nội,An Dương Vương
20, Có,25 pn, MS152574,,None,,2 t, 62 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/7205/vison-3.jpg, Có, NGỘP CĂN HỘ VISION 2PN 62M2 0904609771, Không,0, 1 m,Đường 1 An Lạc, Không,NGỘP CĂN HỘ VISION 2PN 62M2 0904609771,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ngop-can-ho-vision-2pn-62m2-0904609771/152574, 62 m, 6 m,An Lạc,Bình Tân,Hồ Chí Minh,None
21, Có,0 pn, MS152595,,"– Địa chỉ: bcone garden TP Dĩ An ,BD",,2 t, 63 m,Sổ Đỏ, Có, 16 m,https://nhadat24h.net.vn/storage/product/2313/5ac3b4e4ef8490215583526caf4f303b-2816371632723314349.jpg, Có," Chính chủ  bán căn hộ trung cư bcone garden TP Dĩ An,Bình Dương", Không,1800000000, 7 m,Đường 1 Dĩ An, Không,"Chính chủ  bán căn hộ trung cư bcone garden TP Dĩ An,Bình Dương",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-ban-can-ho-trung-cu-bcone-garden-tp-di-anbinh-duong/152595, 63 m, 4 m,Dĩ An,None,Bình Dương,None
22, Có,1 pn, MS152556,,"Địa chỉ: Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, TP HCM",,2 t, 145 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/5196/n1-219.jpg, Có," Chính chủ cần bán căn hộ chung cư Phường Thảo Điền, Quận2, TP HCM", Không,13000000000, 9 m,Đường Nguyễn Văn Hưởng Thảo Điền, Không,"Chính chủ cần bán căn hộ chung cư Phường Thảo Điền, Quận2, TP HCM",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-can-ho-chung-cu-phuong-thao-dien-quan2-tp-hcm/152556, 145 m, 10 m,Thảo Điền,2,Hồ Chí Minh,None
23, Có,0 pn, MS152614,,None,,1 t, 36 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/4646/z4178261968328-a2fb83a3614b323f0dd0bb730e6dad6d.jpg, Có, Bán căn hộ 36m2 cách Aeon BD 2km KDC Vietsing, Không,650000000, 20 m,Đường 10 Bình Hòa, Không,Bán căn hộ 36m2 cách Aeon BD 2km KDC Vietsing,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-36m2-cach-aeon-bd-2km-kdc-vietsing/152614, 36 m, 0 m,Bình Hòa,None,Bình Dương,None
24, Có,15 pn, MS152586,,None,Đông,4 t, 193 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8933/20211118103614-9283-wm-2.jpg, Có," Căn tầng 12 diện tích 193m² Packexim 1 Tây Hồ nhà đẹp , giá tốt", Không,0, 20 m,Đường An Dương Vương Phú Thượng, Không,"Căn tầng 12 diện tích 193m² Packexim 1 Tây Hồ nhà đẹp , giá tốt",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/can-tang-12-dien-tich-193m2-packexim-1-tay-ho-nha-dep-gia-tot/152586, 193 m, 0 m,Phú Thượng,Tây Hồ,Hà Nội,An Dương Vương
25, Có,10 pn, MS152611,,None,,3 t, 98 m,Sổ Hồng, Có, 15 m,https://nhadat24h.net.vn/storage/product/8926/238.jpg, Có, Bán căn hộ báo nhân dân xuân phương cầu vượt Trần Hữu Dực, Không,2900000000, 1 m,Đường Trịnh Văn Bô Xuân Phương, Không,Bán căn hộ báo nhân dân xuân phương cầu vượt Trần Hữu Dực,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-bao-nhan-dan-xuan-phuong-cau-vuot-tran-huu-duc/152611, 98 m, 6 m,Xuân Phương,Nam Từ Liêm,Hà Nội,Trịnh Văn Bô
26, Có,26 pn, MS152645,,"Quý anh chị quan tâm mua ở đầu tư, liên hệ em tư vấn chi tiết",,2 t, 42 m,Hợp đồng mua bán, Có, 10 m,https://nhadat24h.net.vn/storage/product/2880/fa272f056a30b76eee21.jpg, Có," Sở hữu nhà ngay trung tâm thành phố, trả trước từ 150tr, hỗ trợ vay với lãi cố định 3 năm", Không,1300000000, 2 m,Đường Thuận Giao 25 Thuận Giao, Không,"Sở hữu nhà ngay trung tâm thành phố, trả trước từ 150tr, hỗ trợ vay với lãi cố định 3 năm",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-nha-ngay-trung-tam-thanh-pho-tra-truoc-tu-150tr-ho-tro-vay-voi-lai-co-dinh-3-nam/152645, 42 m, 4 m,Thuận Giao,None,Bình Dương,None
27, Có,16 pn, MS152617,,None,,3 t, 80 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/1173/335861000-211959834852922-6741583150367001336-n.jpg, Có," Chính chủ gửi bán căn hộ Hateco Hoàng Mai 3 PN, 2VS. Nhà thiết kế đẹp. Diện tích: 80M2 💰 giá nhỉnh 2 tỷ", Không,2600000000, 16 m,Đường Vành Đai 3 Yên Sở, Không,"Chính chủ gửi bán căn hộ Hateco Hoàng Mai 3 PN, 2VS. Nhà thiết kế đẹp. Diện tích: 80M2 💰 giá nhỉnh 2 tỷ",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-gui-ban-can-ho-hateco-hoang-mai-3-pn-2vs-nha-thiet-ke-dep-dien-tich-80m2-gia-nhinh-2-ty/152617, 80 m, 8 m,Yên Sở,Hoàng Mai,Hà Nội,Vành Đai 3
28, Có,0 pn, MS153241,,Cập nhật Thông tin căn hộ 2 PN đẹp nhất Le Grand Jardin Sài Đồng,,2 t, 66 m,sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/, Có," Căn hộ 2 PN 66m2 Long Biên, Sổ đỏ lâu dài, vay ngân hàng ls 0%", Không,2400000000, 0 m,"huỳnh văn nghệ, sài đồng, long biên", Không,"Căn hộ 2 PN 66m2 Long Biên, Sổ đỏ lâu dài, vay ngân hàng ls 0%",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/can-ho-2-pn-66m2-long-bien-so-do-lau-dai-vay-ngan-hang-ls-0/153241, 66 m, 0 m,Sài Đồng,Long Biên,Hà Nội,Huỳnh Văn Nghệ
29, Có,10 pn, MS153227,,- Liên hệ: 0379785296,,3 t, 83 m,Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/7924/hhhh1.jpg, Có, SỞ HỮU CĂN HỘ CAO CẤP CHỈ 1% MỘT ĐỢT THANH TOÁN, Không,0, 10 m,Đường Võ Nguyên Giáp Kênh Dương, Không,SỞ HỮU CĂN HỘ CAO CẤP CHỈ 1% MỘT ĐỢT THANH TOÁN,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-can-ho-cao-cap-chi-1-mot-dot-thanh-toan/153227, 83 m, 7 m,Kênh Dương,Lê Chân,Hải Phòng,Đại lộ Võ Nguyên Giáp
30, Có,27 pn, MS153171,,"Khách hàng quan tâm xin liên hệ trực tiếp/zalo để đặt lịch đi xem nhà, nhận ảnh và video chi tiết căn hộ: 0985126680 phó phòng kinh doanh!",,3 t, 148 m,Sổ Đỏ, Có, 16 m,https://nhadat24h.net.vn/storage/product/6230/ban-discovery-complex-302-cau-giay.jpg, Có," Trực tiếp chủ đầu tư mở bán đợt cuối, suất ngoại giao Vip giảm 500tr, chọn căn tầng đẹp nhất", Không,6200000000, 28 m,Đường Cầu Giấy Dịch Vọng, Không,"Trực tiếp chủ đầu tư mở bán đợt cuối, suất ngoại giao Vip giảm 500tr, chọn căn tầng đẹp nhất",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/truc-tiep-chu-dau-tu-mo-ban-dot-cuoi-suat-ngoai-giao-vip-giam-500tr-chon-can-tang-dep-nhat/153171, 148 m, 9 m,Dịch Vọng,Cầu Giấy,Hà Nội,Cầu Giấy
31, Không,0 pn, MS153200,,None,,3 t, 86 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có, Chung cư Cao cấp kv CẦU GIẤY PLAZA Trần Bình 85m - 3.3 tỷ, Không,3300000000, 1 m,Đường Trần Bình Mai Dịch, Không,Chung cư Cao cấp kv CẦU GIẤY PLAZA Trần Bình 85m - 3.3 tỷ,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-cao-cap-kv-cau-giay-plaza-tran-binh-85m-33-ty/153200, 86 m, 0 m,Mai Dịch,Cầu Giấy,Hà Nội,Trần Bình
32, Không,0 pn, MS153196,,None,,3 t, 85 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có, Chung cư hạng SANG SỊN MỊN - PLAZA Trần Bình 85m - 3.3 tỷ, Không,3300000000, 1 m,Đường Trần Bình Mỹ Đình 1, Không,Chung cư hạng SANG SỊN MỊN - PLAZA Trần Bình 85m - 3.3 tỷ,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-hang-sang-sin-min-plaza-tran-binh-85m-33-ty/153196, 85 m, 0 m,Mỹ Đình 1,Nam Từ Liêm,Hà Nội,Trần Bình
33, Không,0 pn, MS152661,,liên hệ 0815937668,,0, 0 m,Sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/, Không, cho thuê chung cư cao cấp hongkong tower, Không,0, 0 m,"243A đê la thành , ô chợ dừa , đống đa , hà nội", Không,cho thuê chung cư cao cấp hongkong tower,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/cho-thue-chung-cu-cao-cap-hongkong-tower/152661, 0 m, 0 m,Ô Chợ Dừa,Đống Đa,Hà Nội,La Thành
34, Có,15 pn, MS152646,,None,Đông,2 t, 63 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8933/20221216102429-bf1d-wm-9.jpg, Có, Tôi có căn hộ không sử dụng nền cấn  bán chung cư Packexim 2, Không,0, 20 m,Đường An Dương Vương Phú Thượng, Không,Tôi có căn hộ không sử dụng nền cấn  bán chung cư Packexim 2,Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/toi-co-can-ho-khong-su-dung-nen-can-ban-chung-cu-packexim-2/152646, 63 m, 4 m,Phú Thượng,Tây Hồ,Hà Nội,An Dương Vương
36, Có,0 pn, MS153314,,None,,4 t, 145 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8117/brg-t3-2023-1.jpg, Có," Chung cư cao cấp BRG căn góc 4 ngủ ban công Đông Nam cực mát, cam kết chỗ đỗ ô tô", Không,10200000000, 30 m,Đường Lê Văn Lương Nhân Chính, Không,"Chung cư cao cấp BRG căn góc 4 ngủ ban công Đông Nam cực mát, cam kết chỗ đỗ ô tô",Cần bán căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-cao-cap-brg-can-goc-4-ngu-ban-cong-dong-nam-cuc-mat-cam-ket-cho-do-o-to/153314, 145 m, 0 m,Nhân Chính,Thanh Xuân,Hà Nội,Lê Văn Lương
