,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
10, Có,10 pn, MS279077,,None,,2 t, 250 m,Sổ Đỏ, Có, 25 m,https://nhadat24h.net.vn/storage/product/6191/z4907812581259-b9295582e7f9a84dc270083336283bb1.jpg, Có, CHO THUÊ Văn Phòng Tòa nhà mới - View sông - 60-150-180-250m2 - đường BẠCH ĐẰNG - Q.HẢI CHÂU, Không,0, 1 m,"Đường Bạch Đằng, Hải Châu I", Không,CHO THUÊ Văn Phòng Tòa nhà mới - View sông - 60-150-180-250m2 - đường BẠCH ĐẰNG - Q.HẢI CHÂU,1,https://nhadat24h.net.vn/du-an/cho-thue-van-phong-toa-nha-moi-view-song-60-150-180-250m2-duong-bach-dang-qhai-chau/279077, 250 m, 10 m,Hải Châu I,Hải Châu,Đà Nẵng,Bạch Đằng
11, Có,1 pn, MS279371,,None,,1 t, 100 m,Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16078/a4-2.jpg, Có, 💥 Mặt tiền KD đường Âu Cơ giáp ngã 3 Trương Công Định - 15 tr/th, Không,0, 20 m,"Đường Âu Cơ, 14", Không,💥 Mặt tiền KD đường Âu Cơ giáp ngã 3 Trương Công Định - 15 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kd-duong-au-co-giap-nga-3-truong-cong-dinh-15-trth/279371, 100 m, 4 m,14,Tân Bình,Hồ Chí Minh,Âu Cơ
12, Có,4 pn, MS278850,,None,,2 t, 16 m,Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/16078/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," 💥 Nhà 4 tầng Mặt tiền đường Hoàng Sa, Q3 - 18 tr/th", Không,0, 15 m,"Đường Hoàng Sa, 11", Không,"💥 Nhà 4 tầng Mặt tiền đường Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/nha-4-tang-mat-tien-duong-hoang-sa-q3-18-trth/278850, 16 m, 4.5 m,11,3,Hồ Chí Minh,Hoàng Sa
13, Có,2 pn, MS278800,,None,,1 t, 35 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/13407/z4917356247347-9879464d2efdc894c46630ac32233b88.jpg, Có," Chính chủ cho thuê nhà tại đường số 4, phường Hiệp Bình Chánh, quận Thủ Đức, TP Hồ Chí Min", Không,0, 5 m,"Đường Số 4, Hiệp Bình Chánh", Không,"Chính chủ cho thuê nhà tại đường số 4, phường Hiệp Bình Chánh, quận Thủ Đức, TP Hồ Chí Min",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-nha-tai-duong-so-4-phuong-hiep-binh-chanh-quan-thu-duc-tp-ho-chi-min/278800, 35 m, 0 m,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,None
14, Có,1 pn, MS279451,,None,Tây Nam,1 t, 30 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15387/5285cb2e-7ced-476e-9162-c1c41c86201d.jpg, Có, CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI, Không,0, 1 m,"Đường Đa Tốn, Đa Tốn", Không,CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-studio-ben-ruby-tai-vinhomes-ocean-park-gia-re-uu-dai-ful-noi-that-moi/279451, 30 m, 0 m,Đa Tốn,Gia Lâm,Hà Nội,Đa Tốn
15, Có,2 pn, MS278814,,None,,3 t, 1 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/chinh-chu-can-sang-mat-bang-kinh-doanh-tai-hoc-mon-c.jpg, Có, Chính Chủ cần sang mặt bằng kinh doanh tại Hóc Môn, Không,0, 1 m,"Đường Song Hành, Hóc Môn", Không,Chính Chủ cần sang mặt bằng kinh doanh tại Hóc Môn,1,https://nhadat24h.net.vn/du-an/chinh-chu-can-sang-mat-bang-kinh-doanh-tai-hoc-mon/278814, 1 m, 5 m,None,Hóc Môn,Hồ Chí Minh,Song Hành
16, Có,4 pn, MS278812,,None,,4 t, 192 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/14669/a5-2.jpg, Có, Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc, Không,0, 15 m,"Đường Nguyễn Phúc Chu, 15", Không,Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc,1,https://nhadat24h.net.vn/du-an/nha-4-tang-mtkd-nguyen-phuc-chu-4pn-6wc/278812, 192 m, 4 m,15,Tân Bình,Hồ Chí Minh,Nguyễn Phúc Chu
17, Có,4 pn, MS278809,,None,,2 t, 16 m,Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/14669/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," Nhà đẹp 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th", Không,0, 15 m,"Đường Hoàng Sa, 11", Không,"Nhà đẹp 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/nha-dep-4-tang-mtkd-hoang-sa-q3-18-trth/278809, 16 m, 4.5 m,11,3,Hồ Chí Minh,Hoàng Sa
18, Có,1 pn, MS278630,,None,,1 t, 20 m,Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/8348/1-22.jpg, Có," Cho thuê lại Phòng đầy đủ tiện nghi tại 384 Dương Bá Trạc, P1, Quận 8", Không,0, 8 m,"Đường Dương Bá Trạc, 1", Không,"Cho thuê lại Phòng đầy đủ tiện nghi tại 384 Dương Bá Trạc, P1, Quận 8",1,https://nhadat24h.net.vn/du-an/cho-thue-lai-phong-day-du-tien-nghi-tai-384-duong-ba-trac-p1-quan-8/278630, 20 m, 0 m,01,8,Hồ Chí Minh,Dương Bá Trạc
19, Có,2 pn, MS278633,,None,,3 t, 25 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4916191534830-f4d246dbd26b767e6c642731a0e074ca.jpg, Có, CẦN CHO THUÊ PHÒNG TRỌ MỚI TINH GIÁ CHỈ 2tr5 tại số số 11b Ngõ 280/80a Phan Trọng Tuệ, Không,0, 1 m,"Đường Phan Trọng Tuệ, Văn Điển", Không,CẦN CHO THUÊ PHÒNG TRỌ MỚI TINH GIÁ CHỈ 2tr5 tại số số 11b Ngõ 280/80a Phan Trọng Tuệ,1,https://nhadat24h.net.vn/du-an/can-cho-thue-phong-tro-moi-tinh-gia-chi-2tr5-tai-so-so-11b-ngo-28080a-phan-trong-tue/278633, 25 m, 5 m,None,Thanh Trì,Hà Nội,None
20, Không,0, MS278650,,None,,0, 70 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có," CẦN CHO THUÊ MẶT BẰNG KINH DOANH TẠI 203 VĨNH HƯNG CÓ CHỖ ĐỂ XE, VỈA HÈ RỘNG.", Không,0, 7 m,"Đường Hồ Đền Lừ, Vĩnh Hưng", Không,"CẦN CHO THUÊ MẶT BẰNG KINH DOANH TẠI 203 VĨNH HƯNG CÓ CHỖ ĐỂ XE, VỈA HÈ RỘNG.",1,https://nhadat24h.net.vn/du-an/can-cho-thue-mat-bang-kinh-doanh-tai-203-vinh-hung-co-cho-de-xe-via-he-rong/278650, 70 m, 0 m,Vĩnh Hưng,Hoàng Mai,Hà Nội,Hồ Đền Lừ
21, Có,2 pn, MS278651,,None,,3 t, 45 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/chinh-chu-gui-tin-cho-thue-bat-dong-san-de-kinh-doanh-0.jpg, Có, Chính Chủ gửi tin Cho thuê bất động sản để kinh doanh., Không,0, 1 m,"Đường Nguyễn Thái Sơn, 5", Không,Chính Chủ gửi tin Cho thuê bất động sản để kinh doanh.,1,https://nhadat24h.net.vn/du-an/chinh-chu-gui-tin-cho-thue-bat-dong-san-de-kinh-doanh/278651, 45 m, 5 m,05,Gò Vấp,Hồ Chí Minh,Nguyễn Thái Sơn
22, Không,0, MS278682,,None,,0, 45 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/5766/z4916358003355-653f736f57a9b7d9aa24759bc972e884.jpg, Có," Chính chủ cần cho thuê căn hộ chung cư mini tại Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội.", Không,0, 10 m,"Đường Đội Cấn, Ngọc Hà", Không,"Chính chủ cần cho thuê căn hộ chung cư mini tại Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội.",1,https://nhadat24h.net.vn/du-an/chinh-chu-can-cho-thue-can-ho-chung-cu-mini-tai-duong-doi-can-phuong-ngoc-ha-ba-dinh-ha-noi/278682, 45 m, 0 m,Ngọc Hà,Ba Đình,Hà Nội,Đội cấn
23, Có,1 pn, MS278707,,None,,1 t, 90 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/14669/a1-72.jpg, Có, MTKD đường Hiệp Nhất gần ngã tư Bảy Hiền - 10 tr/th, Không,0, 10 m,"Đường Hiệp Nhất, 4", Không,MTKD đường Hiệp Nhất gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mtkd-duong-hiep-nhat-gan-nga-tu-bay-hien-10-trth/278707, 90 m, 5 m,04,Tân Bình,Hồ Chí Minh,Hiệp Nhất
24, Không,0, MS278698,,None,,2 t, 55 m,Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/11613/z4916291019405-043ce1a08fdb643552ba80e450c4785a.jpg, Có," CHO THUÊ CĂN HỘ CHUNG CƯ HÀ KIỀU 2PN, GIÁ RẺ TRUNG TÂM PHƯỜNG 5, QUẬN GÒ VẤP", Không,0, 1 m,"Đường Số 20, 5", Không,"CHO THUÊ CĂN HỘ CHUNG CƯ HÀ KIỀU 2PN, GIÁ RẺ TRUNG TÂM PHƯỜNG 5, QUẬN GÒ VẤP",1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-chung-cu-ha-kieu-2pn-gia-re-trung-tam-phuong-5-quan-go-vap/278698, 55 m, 0 m,05,Gò Vấp,Hồ Chí Minh,Số 20
25, Có,1 pn, MS278721,,None,,1 t, 90 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16078/a1-64.jpg, Có, ♥️♥️ Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không,0, 10 m,"Đường Hiệp Nhất, 4", Không,♥️♥️ Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278721, 90 m, 5 m,04,Tân Bình,Hồ Chí Minh,Hiệp Nhất
26, Có,4 pn, MS278713,,None,,5 t, 280 m,Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/16078/z4910988729892-7cfe13254836f7ad26c1063cbc9f0f6a.jpg, Có, Nhà 4 tầng 2MT hẻm 8m sát bên đường Lý Thường Kiệt, Không,0, 10 m,"Đường Tân Trang, 9", Không,Nhà 4 tầng 2MT hẻm 8m sát bên đường Lý Thường Kiệt,1,https://nhadat24h.net.vn/du-an/nha-4-tang-2mt-hem-8m-sat-ben-duong-ly-thuong-kiet/278713, 280 m, 5 m,09,Tân Bình,Hồ Chí Minh,Tân Trang
27, Có,1 pn, MS278718,,None,,1 t, 90 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16030/a1-15.jpg, Có, Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không,0, 10 m,"Đường Hiệp Nhất, 4", Không,Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278718, 90 m, 5 m,04,Tân Bình,Hồ Chí Minh,Hiệp Nhất
28, Có,1 pn, MS278725,,None,,1 t, 90 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/16069/a1-21.jpg, Có, 💥 Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th, Không,0, 10 m,"Đường Hiệp Nhất, 4", Không,💥 Mặt tiền kinh doanh gần ngã tư Bảy Hiền - 10 tr/th,1,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-gan-nga-tu-bay-hien-10-trth/278725, 90 m, 5 m,04,Tân Bình,Hồ Chí Minh,Hiệp Nhất
29, Có,4 pn, MS278726,,None,,5 t, 280 m,Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/16069/z4910988729892-7cfe13254836f7ad26c1063cbc9f0f6a.jpg, Có," 💥 Nhà đẹp 2MT hẻm 8m sát bên đường Lý Thường Kiệt, 5pn", Không,0, 10 m,"Đường Tân Trang, 9", Không,"💥 Nhà đẹp 2MT hẻm 8m sát bên đường Lý Thường Kiệt, 5pn",1,https://nhadat24h.net.vn/du-an/nha-dep-2mt-hem-8m-sat-ben-duong-ly-thuong-kiet-5pn/278726, 280 m, 5 m,09,Tân Bình,Hồ Chí Minh,Tân Trang
30, Có,2 pn, MS278734,,None,,3 t, 50 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4916502834061-13dfc85f7f3cc23078f9914ecc6814c8.jpg, Có, CẦN SANG NHƯỢNG CỬA HÀNG tại Mỗ Lao - Hà Đông - HN, Không,0, 1 m,"Đường Trần Phú, Mộ Lao", Không,CẦN SANG NHƯỢNG CỬA HÀNG tại Mỗ Lao - Hà Đông - HN,1,https://nhadat24h.net.vn/du-an/can-sang-nhuong-cua-hang-tai-mo-lao-ha-dong-hn/278734, 50 m, 5 m,Mộ Lao,Hà Đông,Hà Nội,Trần Phú
31, Có,2 pn, MS278739,,None,,3 t, 20 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/111.jpg, Có," Cần pass lại phòng Đ/c: Thanh Liệt - Hoàng Liệt - Hoàng Mai, Hà Nội", Không,0, 1 m,"Đường Thanh Liệt, Hoàng Liệt", Không,"Cần pass lại phòng Đ/c: Thanh Liệt - Hoàng Liệt - Hoàng Mai, Hà Nội",1,https://nhadat24h.net.vn/du-an/can-pass-lai-phong-dc-thanh-liet-hoang-liet-hoang-mai-ha-noi/278739, 20 m, 5 m,Hoàng Liệt,Hoàng Mai,Hà Nội,Thanh Liệt
32, Có,2 pn, MS278816,,None,,3 t, 30 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4917386453528-8bf36840df699f2a957b76fc62fac37b.jpg, Có, Chính Chủ cần pass lại phòng tại Quận 12, Không,0, 1 m,"Đường Tân Thới Hiệp 1, Tân Thới Nhất", Không,Chính Chủ cần pass lại phòng tại Quận 12,1,https://nhadat24h.net.vn/du-an/chinh-chu-can-pass-lai-phong-tai-quan-12/278816, 30 m, 5 m,Tân Thới Nhất,12,Hồ Chí Minh,Tân Thới Hiệp 1
33, Có,0, MS278747,,None,,2 t, 100 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2946/df97f244-6569-494a-b714-5fe0cf50f233.jpg, Có, Chính chủ Cho Thuê nhà 3 tầng tuyến 2 Bùi viện  - Quận Hải An - Hải Phòng, Không,0, 1 m,"Đường tuyến 2 Bùi viện, Nam Hải", Không,Chính chủ Cho Thuê nhà 3 tầng tuyến 2 Bùi viện  - Quận Hải An - Hải Phòng,1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-nha-3-tang-tuyen-2-bui-vien-quan-hai-an-hai-phong/278747, 100 m, 0 m,Nam Hải,Hải An,Hải Phòng,None
34, Có,2 pn, MS278818,,None,,2 t, 92 m,Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/14669/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có, Nhà 2 tầng Hẻm 8m đường Trường Chinh, Không,0, 8 m,"Đường Trường Chinh, 13", Không,Nhà 2 tầng Hẻm 8m đường Trường Chinh,1,https://nhadat24h.net.vn/du-an/nha-2-tang-hem-8m-duong-truong-chinh/278818, 92 m, 4.2 m,13,Tân Bình,Hồ Chí Minh,Trường Chinh
35, Có,1 pn, MS278826,,None,,1 t, 30 m,Sổ Đỏ, Có, 6 m,https://nhadat24h.net.vn/storage/product/6761/z4916271194210-1211cd543ce7c3e24da6104cd8f2b457.jpg, Có," 💎SANG NHƯỢNG LẠI QUÁN BINGSU Địa chỉ: Trần Quốc Hoàn, Cầu Giấy, Hà Nội", Không,0, 10 m,"Đường Trần Quốc Hoàn, Dịch Vọng", Không,"💎SANG NHƯỢNG LẠI QUÁN BINGSU Địa chỉ: Trần Quốc Hoàn, Cầu Giấy, Hà Nội",1,https://nhadat24h.net.vn/du-an/sang-nhuong-lai-quan-bingsu-dia-chi-tran-quoc-hoan-cau-giay-ha-noi/278826, 30 m, 5 m,Dịch Vọng,Cầu Giấy,Hà Nội,Trần Quốc Hoàn
36, Có,4 pn, MS278830,,None,,2 t, 16 m,Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/16030/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," Nhà 4 tầng MTKD đường Hoàng Sa, Q3 - 18 tr/th", Không,0, 15 m,"Đường Hoàng Sa, 11", Không,"Nhà 4 tầng MTKD đường Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/nha-4-tang-mtkd-duong-hoang-sa-q3-18-trth/278830, 16 m, 4.5 m,11,3,Hồ Chí Minh,Hoàng Sa
37, Có,4 pn, MS278831,,None,,4 t, 192 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16030/a5.jpg, Có, Nhà đẹp 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc, Không,0, 15 m,"Đường Nguyễn Phúc Chu, 15", Không,Nhà đẹp 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc,1,https://nhadat24h.net.vn/du-an/nha-dep-4-tang-mtkd-nguyen-phuc-chu-4pn-6wc/278831, 192 m, 4 m,15,Tân Bình,Hồ Chí Minh,Nguyễn Phúc Chu
38, Có,2 pn, MS278832,,None,,2 t, 92 m,Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16030/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có," Nhà đẹp 2 tầng Hẻm 8m Trường Chinh, Tân Bình", Không,0, 8 m,"Đường Trường Chinh, 13", Không,"Nhà đẹp 2 tầng Hẻm 8m Trường Chinh, Tân Bình",1,https://nhadat24h.net.vn/du-an/nha-dep-2-tang-hem-8m-truong-chinh-tan-binh/278832, 92 m, 4.2 m,13,Tân Bình,Hồ Chí Minh,Trường Chinh
39, Có,1 pn, MS278834,,None,Đông,1 t, 100 m,Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/11792/z4692544917098-089f1fa5dfdbff49dbc847f0ea93a67b.jpg, Có, NHÀ MẶT TIỀN TRUNG TÂM HUYỆN CAO LÃNH TIỆN KINH DOANH, Không,0, 1 m,"Đường 30/4, Mỹ Thọ", Không,NHÀ MẶT TIỀN TRUNG TÂM HUYỆN CAO LÃNH TIỆN KINH DOANH,1,https://nhadat24h.net.vn/du-an/nha-mat-tien-trung-tam-huyen-cao-lanh-tien-kinh-doanh/278834, 100 m, 5 m,None,Châu Thành,Đồng Tháp,None
